Date,Open,High,Low,Close,Adj Close,Volume
2015-10-13,27.705000,28.112499,27.670000,27.947500,25.624231,132197200
2015-10-14,27.822500,27.879999,27.389999,27.552500,25.262072,177849600
2015-10-15,27.732500,28.025000,27.622499,27.965000,25.640276,150694000
2015-10-16,27.945000,28.000000,27.632500,27.760000,25.452318,156930400
2015-10-19,27.700001,27.937500,27.527500,27.932501,25.610479,119036800
2015-10-20,27.834999,28.542500,27.705000,28.442499,26.078083,195871200
2015-10-21,28.500000,28.895000,28.424999,28.440001,26.075790,167180800
2015-10-22,28.582500,28.875000,28.525000,28.875000,26.474632,166616400
2015-10-23,29.174999,29.807501,29.082500,29.770000,27.295231,237467600
2015-10-26,29.520000,29.532499,28.730000,28.820000,26.424202,265335200
2015-10-27,28.850000,29.135000,28.497499,28.637501,26.256868,279537600
2015-10-28,29.232500,29.825001,29.014999,29.817499,27.338778,342205600
2015-10-29,29.674999,30.172501,29.567499,30.132500,27.627592,204909200
2015-10-30,30.247499,30.305000,29.862499,29.875000,27.391499,197461200
2015-11-02,30.200001,30.340000,29.902500,30.295000,27.776581,128813200
2015-11-03,30.197500,30.872499,30.174999,30.642500,28.095198,182076000
2015-11-04,30.782499,30.955000,30.405001,30.500000,27.964539,179544400
2015-11-05,30.462500,30.672501,30.045000,30.230000,27.835625,158210800
2015-11-06,30.277500,30.452499,30.155001,30.264999,27.867859,132169200
2015-11-09,30.240000,30.452499,30.012501,30.142500,27.755062,135485600
2015-11-10,29.225000,29.517500,29.014999,29.192499,26.880306,236511600
2015-11-11,29.092501,29.355000,28.802500,29.027500,26.728378,180872000
2015-11-12,29.065001,29.205000,28.912500,28.930000,26.638594,130102400
2015-11-13,28.799999,28.892500,28.067499,28.084999,25.860525,183249600
2015-11-16,27.844999,28.559999,27.750000,28.545000,26.284092,152426800
2015-11-17,28.730000,28.762501,28.330000,28.422501,26.171295,110467600
2015-11-18,28.940001,29.372499,28.875000,29.322500,27.000010,186698800
2015-11-19,29.410000,29.937500,29.190001,29.695000,27.343002,173183200
2015-11-20,29.799999,29.980000,29.712500,29.825001,27.462715,137148400
2015-11-23,29.817499,29.932501,29.334999,29.437500,27.105900,129930000
2015-11-24,29.332500,29.837500,29.280001,29.719999,27.366026,171212800
2015-11-25,29.802500,29.807501,29.480000,29.507500,27.170364,85553200
2015-11-27,29.572500,29.602501,29.400000,29.452499,27.119713,52185600
2015-11-30,29.497499,29.852501,29.437500,29.575001,27.232515,156721200
2015-12-01,29.687500,29.702499,29.215000,29.334999,27.011515,139409600
2015-12-02,29.334999,29.527500,29.020000,29.070000,26.767509,133546400
2015-12-03,29.137501,29.197500,28.555000,28.799999,26.518892,166278000
2015-12-04,28.822500,29.812500,28.777500,29.757500,27.400557,231108000
2015-12-07,29.745001,29.965000,29.452499,29.570000,27.227907,128336800
2015-12-08,29.379999,29.650000,29.215000,29.557501,27.216398,137238000
2015-12-09,29.410000,29.422501,28.770000,28.905001,26.615578,185445600
2015-12-10,29.010000,29.235001,28.877501,29.042500,26.742189,116850800
2015-12-11,28.797501,28.847500,28.212500,28.295000,26.053898,187544800
2015-12-14,28.045000,28.170000,27.447500,28.120001,25.892756,257274800
2015-12-15,27.985001,28.200001,27.587500,27.622499,25.434654,213292400
2015-12-16,27.767500,27.997499,27.200001,27.834999,25.630327,224954000
2015-12-17,28.004999,28.062500,27.245001,27.245001,25.087061,179091200
2015-12-18,27.227501,27.379999,26.452499,26.507500,24.407969,385813200
2015-12-21,26.820000,26.842501,26.392500,26.832500,24.707233,190362400
2015-12-22,26.850000,26.930000,26.612499,26.807501,24.684208,131157600
2015-12-23,26.817499,27.212500,26.799999,27.152500,25.001881,130629600
2015-12-24,27.250000,27.250000,26.987499,27.007500,24.868368,54281600
2015-12-28,26.897499,26.922501,26.545000,26.705000,24.589827,106816800
2015-12-29,26.740000,27.357500,26.715000,27.184999,25.031813,123724800
2015-12-30,27.145000,27.174999,26.795000,26.830000,24.704927,100855200
2015-12-31,26.752501,26.757500,26.205000,26.315001,24.230721,163649200
2016-01-04,25.652500,26.342501,25.500000,26.337500,24.251436,270597600
2016-01-05,26.437500,26.462500,25.602501,25.677500,23.643711,223164000
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.181013,273829600
2016-01-07,24.670000,25.032499,24.107500,24.112499,22.202665,324377600
2016-01-08,24.637501,24.777500,24.190001,24.240000,22.320070,283192000
2016-01-11,24.742500,24.764999,24.334999,24.632500,22.681482,198957600
2016-01-12,25.137501,25.172501,24.709999,24.990000,23.010668,196616800
2016-01-13,25.080000,25.297501,24.325001,24.347500,22.419052,249758400
2016-01-14,24.490000,25.120001,23.934999,24.879999,22.909378,252680400
2016-01-15,24.049999,24.427500,23.840000,24.282499,22.359200,319335600
2016-01-19,24.602501,24.662500,23.875000,24.165001,22.251009,212350800
2016-01-20,23.775000,24.547501,23.355000,24.197500,22.280935,289337600
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.168139,208646000
2016-01-22,24.657499,25.365000,24.592501,25.355000,23.346754,263202000
2016-01-25,25.379999,25.382500,24.802500,24.860001,22.890961,207178000
2016-01-26,24.982500,25.219999,24.517500,24.997499,23.017570,300308000
2016-01-27,24.010000,24.157499,23.334999,23.355000,21.505165,533478800
2016-01-28,23.447500,23.629999,23.097500,23.522499,21.659399,222715200
2016-01-29,23.697500,24.334999,23.587500,24.334999,22.407543,257666000
2016-02-01,24.117500,24.177500,23.850000,24.107500,22.198069,163774000
2016-02-02,23.855000,24.010000,23.570000,23.620001,21.749176,149428800
2016-02-03,23.750000,24.209999,23.520000,24.087500,22.179649,183857200
2016-02-04,23.965000,24.332500,23.797501,24.150000,22.357862,185886800
2016-02-05,24.129999,24.230000,23.422501,23.504999,21.760731,185672400
2016-02-08,23.282499,23.924999,23.260000,23.752501,21.989861,216085600
2016-02-09,23.572500,23.985001,23.482500,23.747499,21.985229,177324800
2016-02-10,23.980000,24.087500,23.525000,23.567499,21.818586,169374400
2016-02-11,23.447500,23.680000,23.147499,23.424999,21.686663,200298800
2016-02-12,23.547501,23.625000,23.252501,23.497499,21.753780,161405600
2016-02-16,23.754999,24.212500,23.652500,24.160000,22.367121,196231600
2016-02-17,24.167500,24.552500,24.037500,24.530001,22.709667,179452800
2016-02-18,24.709999,24.722500,24.022499,24.065001,22.279171,156084000
2016-02-19,24.000000,24.190001,23.950001,24.010000,22.228252,141496800
2016-02-22,24.077499,24.225000,23.980000,24.219999,22.422665,137123200
2016-02-23,24.100000,24.125000,23.637501,23.672501,21.915792,127770400
2016-02-24,23.495001,24.094999,23.330000,24.025000,22.242138,145022800
2016-02-25,24.012501,24.190001,23.812500,24.190001,22.394894,110330800
2016-02-26,24.299999,24.504999,24.145000,24.227501,22.429611,115964400
2016-02-29,24.215000,24.557501,24.162500,24.172501,22.378691,140865200
2016-03-01,24.412500,25.192499,24.355000,25.132500,23.267456,201628400
2016-03-02,25.127501,25.222500,24.910000,25.187500,23.318371,132678400
2016-03-03,25.145000,25.427500,25.112499,25.375000,23.491959,147822800
2016-03-04,25.592501,25.937500,25.342501,25.752501,23.841444,184220400
2016-03-07,25.597500,25.707500,25.240000,25.467501,23.577595,143315600
2016-03-08,25.195000,25.440001,25.100000,25.257500,23.383175,126247600
2016-03-09,25.327499,25.395000,25.067499,25.280001,23.404009,108806800
2016-03-10,25.352501,25.559999,25.037500,25.292500,23.415581,134054400
2016-03-11,25.559999,25.570000,25.375000,25.565001,23.667862,109632800
2016-03-14,25.477501,25.727501,25.445000,25.629999,23.728033,100304400
2016-03-15,25.990000,26.295000,25.962500,26.145000,24.204815,160270800
2016-03-16,26.152500,26.577499,26.147499,26.492500,24.526529,153214000
2016-03-17,26.379999,26.617500,26.240000,26.450001,24.487183,137682800
2016-03-18,26.584999,26.625000,26.297501,26.480000,24.514952,176820800
2016-03-21,26.482500,26.912500,26.285000,26.477501,24.512646,142010800
2016-03-22,26.312500,26.822500,26.302500,26.680000,24.700115,129777600
2016-03-23,26.620001,26.767500,26.475000,26.532499,24.563559,102814000
2016-03-24,26.367500,26.562500,26.222500,26.417500,24.457096,104532000
2016-03-28,26.500000,26.547501,26.264999,26.297501,24.345999,77645600
2016-03-29,26.222500,26.947500,26.219999,26.920000,24.922304,124760400
2016-03-30,27.162500,27.605000,27.150000,27.389999,25.357422,182404400
2016-03-31,27.430000,27.475000,27.219999,27.247499,25.225500,103553600
2016-04-01,27.195000,27.500000,27.049999,27.497499,25.456945,103496000
2016-04-04,27.605000,28.047501,27.567499,27.780001,25.718485,149424800
2016-04-05,27.377501,27.682501,27.355000,27.452499,25.415287,106314800
2016-04-06,27.557501,27.745001,27.299999,27.740000,25.681450,105616400
2016-04-07,27.487499,27.605000,27.030001,27.135000,25.121344,127207600
2016-04-08,27.227501,27.442499,27.042500,27.165001,25.149124,94326800
2016-04-11,27.242500,27.652500,27.207500,27.254999,25.232447,117630000
2016-04-12,27.334999,27.625000,27.165001,27.610001,25.561100,108929200
2016-04-13,27.700001,28.084999,27.700001,28.010000,25.931419,133029200
2016-04-14,27.905001,28.097500,27.832500,28.025000,25.945301,101895600
2016-04-15,28.027500,28.075001,27.432501,27.462500,25.424547,187756000
2016-04-18,27.222500,27.237499,26.735001,26.870001,24.876019,243286000
2016-04-19,26.969999,27.000000,26.557501,26.727501,24.744091,129539600
2016-04-20,26.660000,27.022499,26.514999,26.782499,24.795006,122444000
2016-04-21,26.732500,26.732500,26.379999,26.492500,24.526529,126210000
2016-04-22,26.252501,26.620001,26.155001,26.420000,24.459410,134732400
2016-04-25,26.250000,26.412500,26.127501,26.270000,24.320545,112126400
2016-04-26,25.977501,26.325001,25.977501,26.087500,24.151581,224064800
2016-04-27,24.000000,24.677500,23.920000,24.455000,22.640232,458408400
2016-04-28,24.402500,24.469999,23.562500,23.707500,21.948204,328970800
2016-04-29,23.497499,23.680000,23.127501,23.434999,21.695923,274126000
2016-05-02,23.492500,23.520000,23.100000,23.410000,21.672775,192640400
2016-05-03,23.549999,23.934999,23.420000,23.795000,22.029203,227325200
2016-05-04,23.799999,23.975000,23.455000,23.547501,21.800070,164102000
2016-05-05,23.500000,23.517500,23.170000,23.309999,21.711590,143562000
2016-05-06,23.342501,23.362499,22.962500,23.180000,21.590502,174799600
2016-05-09,23.250000,23.442499,23.147499,23.197500,21.606802,131745600
2016-05-10,23.332500,23.392500,23.027500,23.355000,21.753506,134747200
2016-05-11,23.370001,23.392500,23.115000,23.127501,21.541605,114876400
2016-05-12,23.180000,23.195000,22.367500,22.584999,21.036303,305258800
2016-05-13,22.500000,22.917500,22.500000,22.629999,21.078218,177571200
2016-05-16,23.097500,23.597500,22.912500,23.469999,21.860615,245039200
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.769802,187667600
2016-05-18,23.540001,23.802500,23.472500,23.639999,22.018959,168249600
2016-05-19,23.660000,23.660000,23.392500,23.549999,21.935127,121768400
2016-05-20,23.660000,23.857500,23.629999,23.805000,22.172644,128104000
2016-05-23,23.967501,24.297501,23.917500,24.107500,22.454403,152074400
2016-05-24,24.305000,24.522499,24.209999,24.475000,22.796705,140560800
2016-05-25,24.667500,24.934999,24.527500,24.905001,23.197216,152675200
2016-05-26,24.920000,25.182501,24.660000,25.102501,23.381174,225324800
2016-05-27,24.860001,25.117500,24.812500,25.087500,23.367203,145364800
2016-05-31,24.900000,25.100000,24.705000,24.965000,23.253101,169228800
2016-06-01,24.754999,24.885000,24.582500,24.615000,22.927101,116693200
2016-06-02,24.400000,24.459999,24.157499,24.430000,22.754784,160766400
2016-06-03,24.447500,24.567499,24.362499,24.480000,22.801361,114019600
2016-06-06,24.497499,25.472500,24.387501,24.657499,22.966682,93170000
2016-06-07,24.812500,24.967501,24.740000,24.757500,23.059828,89638000
2016-06-08,24.754999,24.889999,24.670000,24.735001,23.038870,83392400
2016-06-09,24.625000,24.997499,24.615000,24.912500,23.204203,106405600
2016-06-10,24.632500,24.837500,24.620001,24.707500,23.013258,126851600
2016-06-13,24.672501,24.780001,24.275000,24.334999,22.666304,152082000
2016-06-14,24.330000,24.620001,24.187500,24.365000,22.694242,127727600
2016-06-15,24.455000,24.602501,24.257500,24.285000,22.619728,117780800
2016-06-16,24.112499,24.437500,24.017500,24.387501,22.715204,125307200
2016-06-17,24.155001,24.162500,23.825001,23.832500,22.198257,244032800
2016-06-20,24.000000,24.142500,23.757500,23.775000,22.144701,137647600
2016-06-21,23.735001,24.087500,23.670000,23.977501,22.333313,142185600
2016-06-22,24.062500,24.222500,23.837500,23.887501,22.249489,116876400
2016-06-23,23.985001,24.072500,23.812500,24.025000,22.377560,128960800
2016-06-24,23.227501,23.665001,23.162500,23.350000,21.748846,301245600
2016-06-27,23.250000,23.262501,22.875000,23.010000,21.432161,181958400
2016-06-28,23.225000,23.415001,23.035000,23.397499,21.793085,161779600
2016-06-29,23.492500,23.637501,23.407499,23.600000,21.981703,146124000
2016-06-30,23.610001,23.942499,23.575001,23.900000,22.261129,143345600
2016-07-01,23.872499,24.117500,23.832500,23.972500,22.328657,104106000
2016-07-05,23.847500,23.850000,23.615000,23.747499,22.119085,110820800
2016-07-06,23.650000,23.915001,23.592501,23.882500,22.244833,123796400
2016-07-07,23.924999,24.125000,23.905001,23.985001,22.340298,100558400
2016-07-08,24.122499,24.222500,24.012501,24.170000,22.512617,115648400
2016-07-11,24.187500,24.412500,24.182501,24.245001,22.582474,95179600
2016-07-12,24.292500,24.424999,24.280001,24.355000,22.684929,96670000
2016-07-13,24.352501,24.417500,24.209999,24.217501,22.556858,103568800
2016-07-14,24.347500,24.747499,24.330000,24.697500,23.003942,155676000
2016-07-15,24.730000,24.825001,24.625000,24.695000,23.001616,120548000
2016-07-18,24.674999,25.032499,24.650000,24.957500,23.246109,145975600
2016-07-19,24.889999,25.000000,24.834999,24.967501,23.255430,95119600
2016-07-20,25.000000,25.115000,24.934999,24.990000,23.276384,105104000
2016-07-21,24.957500,25.250000,24.782499,24.857500,23.152973,130808000
2016-07-22,24.815001,24.825001,24.577499,24.665001,22.973669,113254800
2016-07-25,24.562500,24.709999,24.230000,24.334999,22.666304,161531600
2016-07-26,24.205000,24.492500,24.105000,24.167500,22.510290,224959200
2016-07-27,26.067499,26.087500,25.687500,25.737499,23.972630,369379200
2016-07-28,25.707500,26.112499,25.705000,26.084999,24.296299,159479200
2016-07-29,26.047501,26.137501,25.920000,26.052500,24.266029,110934800
2016-08-01,26.102501,26.537500,26.102501,26.512501,24.694487,152671600
2016-08-02,26.512501,26.517500,26.000000,26.120001,24.328905,135266400
2016-08-03,26.202499,26.459999,26.192499,26.447500,24.633945,120810400
2016-08-04,26.395000,26.500000,26.320000,26.467501,24.786118,109634800
2016-08-05,26.567499,26.912500,26.545000,26.870001,25.163050,162213600
2016-08-08,26.879999,27.092501,26.790001,27.092501,25.371416,112148800
2016-08-09,27.057501,27.235001,27.002501,27.202499,25.474424,105260800
2016-08-10,27.177500,27.225000,26.940001,27.000000,25.284794,96034000
2016-08-11,27.129999,27.232500,26.962500,26.982500,25.268404,109938000
2016-08-12,26.945000,27.110001,26.945000,27.045000,25.326931,74641600
2016-08-15,27.035000,27.385000,27.020000,27.370001,25.631292,103472800
2016-08-16,27.407499,27.557501,27.302500,27.344999,25.607876,135177600
2016-08-17,27.275000,27.342501,27.084999,27.305000,25.570414,101424000
2016-08-18,27.307501,27.400000,27.254999,27.270000,25.537638,87938800
2016-08-19,27.192499,27.422501,27.090000,27.340000,25.603193,101472400
2016-08-22,27.215000,27.275000,26.962500,27.127501,25.404190,103280800
2016-08-23,27.147499,27.330000,27.132500,27.212500,25.483789,85030800
2016-08-24,27.142500,27.187500,26.920000,27.007500,25.291809,94700400
2016-08-25,26.847500,26.969999,26.670000,26.892500,25.184120,100344800
2016-08-26,26.852501,26.987499,26.577499,26.735001,25.036629,111065200
2016-08-29,26.655001,26.860001,26.572500,26.705000,25.008532,99881200
2016-08-30,26.450001,26.625000,26.375000,26.500000,24.816555,99455600
2016-08-31,26.415001,26.642500,26.410000,26.525000,24.839966,118649600
2016-09-01,26.535000,26.700001,26.405001,26.682501,24.987467,106806000
2016-09-02,26.924999,27.000000,26.705000,26.932501,25.221582,107210000
2016-09-06,26.975000,27.075001,26.877501,26.924999,25.214554,107521600
2016-09-07,26.957500,27.190001,26.767500,27.090000,25.369076,169457200
2016-09-08,26.812500,26.817499,26.309999,26.379999,24.704174,212008000
2016-09-09,26.160000,26.430000,25.782499,25.782499,24.144634,186228000
2016-09-12,25.662500,26.430000,25.632500,26.360001,24.685448,181171200
2016-09-13,26.877501,27.197500,26.809999,26.987499,25.273079,248704800
2016-09-14,27.182501,28.257500,27.150000,27.942499,26.167419,443554800
2016-09-15,28.465000,28.932501,28.372499,28.892500,27.057066,359934400
2016-09-16,28.780001,29.032499,28.510000,28.730000,26.904894,319547600
2016-09-19,28.797501,29.045000,28.312500,28.395000,26.591177,188092000
2016-09-20,28.262501,28.530001,28.127501,28.392500,26.588833,138057200
2016-09-21,28.462500,28.497499,28.110001,28.387501,26.584148,144012800
2016-09-22,28.587500,28.735001,28.500000,28.655001,26.834654,124296000
2016-09-23,28.605000,28.697500,27.887501,28.177500,26.387484,209924800
2016-09-26,27.910000,28.347500,27.887501,28.219999,26.427290,119477600
2016-09-27,28.250000,28.295000,28.084999,28.272499,26.476458,98429600
2016-09-28,28.422501,28.660000,28.357500,28.487499,26.677795,118564400
2016-09-29,28.290001,28.450001,27.950001,28.045000,26.263401,143548000
2016-09-30,28.115000,28.342501,27.950001,28.262501,26.467089,145516400
2016-10-03,28.177500,28.262501,28.070000,28.129999,26.343008,86807200
2016-10-04,28.264999,28.577499,28.157499,28.250000,26.455379,118947200
